id,meal_name,photo,description,time,low_calorie,vegetarian,pescatarian,vegan,halal,spicy,easy_prep,easy_cleanup
504,CEFTRIAXONE,http://dummyimage.com/204x100.png/dddddd/000000,"Revision of Synth Sub in R Humeral Shaft, Open Approach",1,true,false,true,true,true,true,false,true
505,Rhizopus,http://dummyimage.com/239x100.png/dddddd/000000,"Drainage of Cervicothoracic Vertebral Disc, Perc Approach",25,true,true,true,false,false,true,true,true
506,Water,http://dummyimage.com/165x100.png/5fa2dd/ffffff,"Occlusion L Axilla Art w Extralum Dev, Perc Endo",28,false,false,false,true,false,false,true,false
507,Dimethicone,http://dummyimage.com/166x100.png/dddddd/000000,"Bypass R Com Iliac Art to R Renal A w Synth Sub, Perc Endo",22,false,true,false,true,true,false,false,true
508,OXYGEN,http://dummyimage.com/201x100.png/5fa2dd/ffffff,"Restriction of Asc Colon with Extralum Dev, Perc Approach",19,false,true,true,false,true,false,false,true
509,"Brompheniramine maleate, Dextromethorphan HBr, Phenylephrine HCl",http://dummyimage.com/153x100.png/5fa2dd/ffffff,"Repair Left External Jugular Vein, Open Approach",21,false,true,true,false,true,false,false,false
510,Octinoxate,http://dummyimage.com/117x100.png/5fa2dd/ffffff,"Destruction of Ileum, Via Natural or Artificial Opening",28,true,false,false,false,true,false,true,false
511,Trandolapril and Verapamil Hydrochloride,http://dummyimage.com/202x100.png/ff4444/ffffff,"Resection of Left Lens, Percutaneous Approach",8,false,false,false,true,true,true,true,true
512,ATORVASTATIN CALCIUM,http://dummyimage.com/206x100.png/5fa2dd/ffffff,"Hepatobiliary System and Pancreas, Extirpation",2,false,false,false,true,true,true,false,false
513,Gabapentin,http://dummyimage.com/132x100.png/5fa2dd/ffffff,"Repair Right Middle Finger, Percutaneous Endoscopic Approach",5,true,false,true,true,false,false,false,true
514,Oxygen,http://dummyimage.com/177x100.png/dddddd/000000,"Revision of Drainage Device in Nose, Via Opening",1,true,true,true,true,false,false,true,false
515,fexofenadine hydrochloride,http://dummyimage.com/189x100.png/5fa2dd/ffffff,"Removal of Int Fix from L Glenoid Cav, Perc Endo Approach",13,true,true,false,true,false,false,false,false
516,galantamine hydrobromide,http://dummyimage.com/128x100.png/ff4444/ffffff,"Restriction of Rectum with Intralum Dev, Open Approach",23,true,true,false,true,true,false,true,true
517,Salicylic Acid,http://dummyimage.com/155x100.png/dddddd/000000,CT Scan of R Femur using Oth Contrast,16,false,true,false,true,false,false,true,false
518,Acetaminophen,http://dummyimage.com/177x100.png/5fa2dd/ffffff,"Extirpation of Matter from R Kidney Pelvis, Perc Approach",10,false,true,true,false,true,true,true,true
519,"Titanium Dioxide, Zinc Oxide",http://dummyimage.com/100x100.png/dddddd/000000,"Reposition Left Thumb Phalanx, Percutaneous Approach",6,false,true,true,false,false,true,true,false
520,Zolmitriptan,http://dummyimage.com/236x100.png/cc0000/ffffff,"Revision of Ext Fix in R Ulna, Open Approach",12,true,false,false,true,true,false,true,false
521,catfish,http://dummyimage.com/131x100.png/5fa2dd/ffffff,"Reposition Right Occipital Bone, Percutaneous Approach",22,true,true,true,true,true,true,true,false
522,LOPERAMIDE HYDROCHLORIDE,http://dummyimage.com/113x100.png/dddddd/000000,Nonimag Nucl Med Prob Up Extrem Lymph w Technetium 99m,18,false,true,true,true,true,true,false,true
523,Clonidine Hydrochloride,http://dummyimage.com/218x100.png/5fa2dd/ffffff,"Transfer Vagus Nerve to Hypoglossal Nerve, Open Approach",20,true,false,true,true,true,true,true,true
524,OXYGEN,http://dummyimage.com/204x100.png/ff4444/ffffff,"Removal of Infusion Device from Face, Percutaneous Approach",13,true,false,true,false,true,true,true,true
525,OXYGEN,http://dummyimage.com/114x100.png/ff4444/ffffff,"Release Thoracic Aorta, Descending, Percutaneous Approach",12,true,false,true,false,false,true,true,false
526,OXYGEN,http://dummyimage.com/200x100.png/5fa2dd/ffffff,CT Scan of L Finger using L Osm Contrast,3,true,false,true,true,true,false,false,false
527,"conium maculatum flowering top, sodium chloride, ruta graveolens flowering top and polygala senega root",http://dummyimage.com/173x100.png/dddddd/000000,"Occlusion Hemorr Plexus w Extralum Dev, Perc Endo",3,false,true,true,false,true,true,true,true
528,lidocaine and prilocaine,http://dummyimage.com/185x100.png/ff4444/ffffff,"Bypass R Fem Art to Low Ex Art with Autol Art, Open Approach",14,false,false,true,false,false,true,false,true
529,topiramate,http://dummyimage.com/146x100.png/cc0000/ffffff,"Division of Right Metatarsal, Open Approach",16,true,false,false,false,false,false,true,false
530,"Benzocaine, Menthol, Cetylpyridinium Chloride",http://dummyimage.com/172x100.png/ff4444/ffffff,"Resection of Right Ankle Tendon, Perc Endo Approach",4,true,false,true,false,false,false,true,false
531,"Acetaminophen, guaifenesin, phenylephrine HCl",http://dummyimage.com/146x100.png/5fa2dd/ffffff,"Destruction of Right Lobe Liver, Percutaneous Approach",28,true,true,false,true,true,true,false,false
532,Baclofen,http://dummyimage.com/112x100.png/5fa2dd/ffffff,"Division of Right Thorax Muscle, Perc Endo Approach",24,false,true,true,false,true,true,false,true
533,meclizine hydrochloride,http://dummyimage.com/121x100.png/dddddd/000000,"Radiation Therapy, Urinary System, Other Radiation",27,false,false,false,true,false,true,true,true
534,Oxybutynin Chloride,http://dummyimage.com/111x100.png/ff4444/ffffff,"Bypass Right Renal Vein to Lower Vein, Open Approach",4,true,false,false,false,false,true,false,false
535,Menthol,http://dummyimage.com/214x100.png/ff4444/ffffff,"Introduce of Monoclonal Antibody into GU Tract, Via Opening",15,false,true,true,false,false,false,false,false
536,Octinoxate and Titanium Dioxide,http://dummyimage.com/195x100.png/cc0000/ffffff,"Repair Endocrine System in POC with Oth Dev, Endo",27,false,false,true,false,true,true,false,false
537,loperamide HCl,http://dummyimage.com/211x100.png/dddddd/000000,"Reposition Right Metacarpal with Ext Fix, Perc Approach",1,true,true,false,false,true,false,false,true
538,fentanyl,http://dummyimage.com/119x100.png/dddddd/000000,"Repair Left Femoral Region, External Approach",15,false,true,false,true,false,true,true,true
539,DOCUSATE SODIUM,http://dummyimage.com/154x100.png/ff4444/ffffff,"Replace of Mitral Valve with Autol Sub, Perc Endo Approach",2,true,false,false,true,false,false,false,false
540,furosemide,http://dummyimage.com/217x100.png/ff4444/ffffff,Beam Radiation of Head and Neck using Neutrons,10,false,true,true,false,false,false,false,false
541,Octinoxate and Oxybenzone,http://dummyimage.com/111x100.png/dddddd/000000,"Insertion of Stim Gen into Back Subcu/Fascia, Open Approach",25,false,true,false,true,true,false,true,false
542,"Argentum Nitricum, Baptisia Tinctoria, Echinacea, Echinacea Purpurea, Galium Aparine, Phosphorus, Pulstilla, Sulphur, Thuma Occidentalis, Thymus Serpyllum",http://dummyimage.com/156x100.png/dddddd/000000,"Dilate of R Int Mamm Art with 4+ Intralum Dev, Perc Approach",6,false,true,false,false,true,false,false,false
543,"Berberis Vulgaris, Glycyrrhiza Glabra, Lappa Major, Phytolacca Decandra, Stillingia Sylvatica, Trifolium Pratense, Glandula Suprarenalis Suis",http://dummyimage.com/150x100.png/dddddd/000000,"Release Perineum Bursa and Ligament, External Approach",3,false,true,true,true,true,true,true,false
544,petrolatum,http://dummyimage.com/121x100.png/cc0000/ffffff,"Drainage of Right Choroid, Open Approach, Diagnostic",30,true,false,true,true,false,false,true,true
545,Oxygen,http://dummyimage.com/164x100.png/ff4444/ffffff,"Control Bleeding in Left Wrist Region, Percutaneous Approach",30,true,true,true,false,false,true,false,false
546,Dexamethasone,http://dummyimage.com/197x100.png/dddddd/000000,"Resection of Left Thorax Bursa and Ligament, Open Approach",6,false,true,false,false,true,true,true,false
547,prednisolone sodium phosphate,http://dummyimage.com/120x100.png/dddddd/000000,"Release Large Intestine, Endo",29,true,true,true,true,true,true,true,true
548,Amoxicillin,http://dummyimage.com/143x100.png/5fa2dd/ffffff,"Removal of Synthetic Substitute from Heart, Open Approach",2,false,true,true,false,true,true,false,false
549,Triclosan,http://dummyimage.com/245x100.png/ff4444/ffffff,"Excision of Left Foot Muscle, Perc Endo Approach",3,false,true,true,true,false,true,true,false
550,"Diphenhydramine HCl, Phenylephrine HCl",http://dummyimage.com/170x100.png/cc0000/ffffff,"Bypass L Vas Deferens to R Vas Def w Synth Sub, Open",26,true,true,false,false,false,false,false,false
551,minoxidil,http://dummyimage.com/232x100.png/5fa2dd/ffffff,"Occlusion of Bladder Neck, Percutaneous Approach",21,true,false,true,true,false,true,false,true
552,nisoldipine,http://dummyimage.com/125x100.png/5fa2dd/ffffff,"Occlusion of Left Innominate Vein, Open Approach",23,true,false,false,false,true,true,true,true
553,Octinoxate and Oxybenzone,http://dummyimage.com/166x100.png/cc0000/ffffff,"Insertion of Infusion Device into L Hand Art, Perc Approach",22,false,false,false,true,true,true,true,true
554,Vancomycin Hydrochloride,http://dummyimage.com/113x100.png/5fa2dd/ffffff,"Drainage of Left Epididymis, Percutaneous Approach",7,false,true,true,true,false,false,true,true
555,"Avobenzone, Octinoxate, Octisalate, Oxybenzone",http://dummyimage.com/192x100.png/dddddd/000000,"Transfuse Autol Hemat Stem Cell in Central Vein, Perc",27,true,false,true,true,true,true,true,true
556,Sodium Fluoride,http://dummyimage.com/227x100.png/5fa2dd/ffffff,"Supplement Esophagast Junct with Synth Sub, Via Opening",21,true,false,false,false,false,true,true,true
557,Miconazole nitrate,http://dummyimage.com/103x100.png/5fa2dd/ffffff,"Dilation of L Ext Iliac Art with 3 Drug-elut, Perc Approach",28,true,false,false,false,false,false,false,true
558,ALCOHOL,http://dummyimage.com/166x100.png/5fa2dd/ffffff,"Revision of Autol Sub in Low Vein, Perc Endo Approach",21,true,false,true,true,true,true,true,false
559,CAPSAICIN,http://dummyimage.com/240x100.png/ff4444/ffffff,"Bypass R Basilic Vein to Up Vein w Synth Sub, Perc Endo",13,false,true,false,false,false,true,true,false
560,CHLOROXYLENOL,http://dummyimage.com/223x100.png/5fa2dd/ffffff,"Insert of Int Fix into R Occipital Bone, Perc Endo Approach",14,true,false,false,false,true,true,true,false
561,GLYCERIN,http://dummyimage.com/183x100.png/ff4444/ffffff,"Drainage of Left Buttock with Drain Dev, Perc Endo Approach",8,false,false,true,true,true,true,false,true
562,haloperidol,http://dummyimage.com/189x100.png/ff4444/ffffff,"Drain Oral Cav & Throat w Drain Dev, Perc Endo",26,true,false,true,true,true,false,true,false
563,"Acetominophen, Phenylephrine Hydrochloride and Pheniramine Maleate",http://dummyimage.com/159x100.png/ff4444/ffffff,"Excision of Esophagus, Percutaneous Approach, Diagnostic",11,false,true,false,true,false,false,true,false
564,Loratadine and Pseudoephedrine Sulfate,http://dummyimage.com/167x100.png/dddddd/000000,"Drainage of Ascending Colon, Open Approach",6,false,true,true,true,false,true,true,true
565,Avobenzone and Octinoxate,http://dummyimage.com/191x100.png/ff4444/ffffff,"Excision of Adenoids, External Approach",4,false,true,true,false,true,true,true,true
566,Black Willow,http://dummyimage.com/165x100.png/ff4444/ffffff,"Extirpation of Matter from Gastric Artery, Open Approach",30,false,true,true,true,true,false,false,false
567,ketoconazole,http://dummyimage.com/248x100.png/5fa2dd/ffffff,"Excision of Thalamus, Open Approach, Diagnostic",11,true,true,true,true,true,false,true,false
568,NATRUM PHOSPHORICUM,http://dummyimage.com/199x100.png/5fa2dd/ffffff,"Fragmentation in Common Bile Duct, Perc Endo Approach",13,false,true,false,true,false,false,false,false
569,"Avobenzone, Octisalate, Octocrylene, and Oxybenzone",http://dummyimage.com/154x100.png/5fa2dd/ffffff,"Insertion of Spacer into Lumbosacral Joint, Open Approach",8,true,true,true,false,false,false,false,true
570,Sudan Grass,http://dummyimage.com/170x100.png/dddddd/000000,"Repair Left Toe Phalangeal Joint, External Approach",30,false,false,false,false,true,false,true,true
571,Tolnaftate,http://dummyimage.com/225x100.png/5fa2dd/ffffff,"Change Other Device in Liver, External Approach",1,false,false,false,true,true,false,true,false
572,"Candida albicans,",http://dummyimage.com/207x100.png/ff4444/ffffff,Fluoroscopy of L Int Mamm Graft using Oth Contrast,25,true,false,false,false,true,true,false,false
573,Aspirin,http://dummyimage.com/210x100.png/dddddd/000000,"Release Splenic Artery, Percutaneous Approach",18,true,false,false,true,true,false,true,true
574,ethyl alcohol,http://dummyimage.com/178x100.png/dddddd/000000,"Revision of Extraluminal Device in Kidney, External Approach",5,true,true,true,true,true,true,false,false
575,methscopolamine bromide,http://dummyimage.com/195x100.png/ff4444/ffffff,"Bypass Right Vas Deferens to R Vas Def, Open Approach",7,false,false,false,false,true,true,false,true
576,"Acetaminophen, Aspirin, Caffeine",http://dummyimage.com/229x100.png/cc0000/ffffff,"Destruction of Right Tympanic Membrane, Perc Approach",8,false,false,false,true,true,false,true,false
577,CALENDULA OFFICINALIS FLOWERING TOP,http://dummyimage.com/239x100.png/5fa2dd/ffffff,"Neuromotor Develop Assess Neuro Head, Neck w Oth Equip",14,false,false,false,false,false,true,true,false
578,Equisetum Viscum,http://dummyimage.com/158x100.png/ff4444/ffffff,"Release Stomach, Via Natural or Artificial Opening",5,false,true,true,false,true,false,true,true
579,Etodolac,http://dummyimage.com/243x100.png/dddddd/000000,"Supplement Right Carpal with Nonaut Sub, Open Approach",25,true,false,false,true,true,true,false,true
580,"OCTINOXATE, TITANIUM DIOXIDE",http://dummyimage.com/143x100.png/dddddd/000000,"Bypass Middle Esophagus to Cutaneous with Nonaut Sub, Endo",20,false,false,true,true,false,false,false,true
581,Labetalol hydrochloride,http://dummyimage.com/225x100.png/cc0000/ffffff,"Destruction of Brachial Plexus, Open Approach",17,false,false,false,false,true,false,false,true
582,"octinoxate, oxybenzone, petrolatum",http://dummyimage.com/104x100.png/cc0000/ffffff,"Alteration of Face with Autol Sub, Perc Approach",5,true,true,true,false,true,false,true,false
583,Petrolatum,http://dummyimage.com/248x100.png/cc0000/ffffff,"Bypass L Popl Art to Low Ex Art w Autol Art, Open",29,false,true,false,true,false,false,false,false
584,Acetaminophen,http://dummyimage.com/111x100.png/dddddd/000000,"Supplement R Temporal Bone w Synth Sub, Perc Endo",23,false,true,false,false,false,true,true,true
585,Insulin human,http://dummyimage.com/191x100.png/5fa2dd/ffffff,"Supplement Left Upper Eyelid with Autol Sub, Open Approach",13,false,false,false,true,true,false,false,true
586,fluconazole,http://dummyimage.com/178x100.png/5fa2dd/ffffff,"Insert Mult Array Stim Gen in Chest Subcu/Fascia, Open",28,false,false,true,false,false,true,false,true
587,Quetiapine fumarate,http://dummyimage.com/206x100.png/5fa2dd/ffffff,"Repair Esophagogastric Junction, Perc Endo Approach",28,false,true,false,true,true,true,true,true
588,Carbamide Peroxide,http://dummyimage.com/159x100.png/5fa2dd/ffffff,"Replace Post Neck Subcu/Fascia w Autol Sub, Perc",12,true,false,false,true,true,true,false,true
589,Olanzapine,http://dummyimage.com/130x100.png/5fa2dd/ffffff,"Removal of Autol Sub from Periph Nrv, Perc Endo Approach",16,false,false,false,false,false,true,false,false
590,Salicylic Acid,http://dummyimage.com/199x100.png/dddddd/000000,"Repair Thorax Lymphatic, Percutaneous Endoscopic Approach",5,true,false,false,false,false,true,true,true
591,TITANIUM DIOXIDE,http://dummyimage.com/180x100.png/dddddd/000000,"Revision of Drain Dev in R Acromioclav Jt, Perc Approach",26,true,false,false,true,false,true,true,false
592,DIVALPROEX SODIUM,http://dummyimage.com/192x100.png/cc0000/ffffff,"Dilation of L Fem Art with 4 Drug-elut, Open Approach",29,true,false,true,true,true,true,false,true
593,tolmetin sodium,http://dummyimage.com/126x100.png/5fa2dd/ffffff,LDR Brachytherapy of Kidney using Palladium 103,10,false,false,false,false,false,false,false,false
594,Zinc Oxide,http://dummyimage.com/192x100.png/cc0000/ffffff,"Destruction of Right Metatarsal, Percutaneous Approach",10,true,false,true,true,false,true,false,true
595,dextroamphetamine sulfate,http://dummyimage.com/124x100.png/cc0000/ffffff,"Occlusion of R Neck Lymph with Intralum Dev, Perc Approach",26,false,true,false,true,false,false,true,true
596,SIMETHICONE,http://dummyimage.com/131x100.png/dddddd/000000,"Drainage of Left Inguinal Region, Perc Endo Approach",7,false,true,true,true,true,true,false,true
597,Amoxicillin,http://dummyimage.com/180x100.png/ff4444/ffffff,"Repair Bilateral Adrenal Glands, Perc Endo Approach",30,true,false,false,false,false,true,true,true
598,Cactus Crataegus,http://dummyimage.com/170x100.png/ff4444/ffffff,"Supplement Right Mandible with Autol Sub, Perc Endo Approach",7,true,false,true,true,true,false,false,true
599,Naphazoline Hydrochloride,http://dummyimage.com/210x100.png/cc0000/ffffff,Caregiver Training in Communication Skills,1,false,false,false,true,false,false,true,true
600,Calcium Acetate,http://dummyimage.com/228x100.png/5fa2dd/ffffff,"Occlusion of Right Renal Artery, Percutaneous Approach",23,false,false,true,true,false,true,false,false
601,Human Immunoglobulin G,http://dummyimage.com/201x100.png/cc0000/ffffff,"Drainage of Upper Tooth with Drain Dev, Open Approach, Mult",2,true,false,true,false,false,true,false,true
602,amlodipine besylate,http://dummyimage.com/129x100.png/5fa2dd/ffffff,"Alteration of Lower Back with Synth Sub, Open Approach",25,false,false,true,false,false,false,false,true
603,"OCTINOXATE, TITANIUM DIOXIDE, and ZINC OXIDE",http://dummyimage.com/151x100.png/ff4444/ffffff,"Removal of Monitoring Electrode from POC, Open Approach",13,false,false,true,true,true,true,true,true
604,"Chamomilla, Coffea cruda, Avena sativa, Nux Vomica, Passiflora incarnata,",http://dummyimage.com/192x100.png/ff4444/ffffff,"Revision of Synth Sub in Nasal Bone, Perc Approach",24,true,true,false,true,true,true,true,true
605,Morphine Sulfate,http://dummyimage.com/108x100.png/cc0000/ffffff,"Supplement Nasal Turbinate with Synth Sub, Perc Approach",23,false,false,false,true,false,false,true,true
606,Azathioprine,http://dummyimage.com/128x100.png/5fa2dd/ffffff,"Dilation of Uterus with Intralum Dev, Perc Endo Approach",21,false,false,false,false,false,true,false,false
607,GLYCERIN,http://dummyimage.com/242x100.png/5fa2dd/ffffff,"Replace Perineum Subcu/Fascia w Synth Sub, Perc",12,true,false,true,false,true,true,true,true
608,Oxacillin,http://dummyimage.com/136x100.png/5fa2dd/ffffff,"Dilation of Left Large Intestine, Perc Endo Approach",11,false,true,false,false,true,true,false,false
609,"Alfalfa, Ambra Grisea, Anacardium Orientale, Argentum Nitricum, Aurum Metalicum, Avena Sativa, Caladium Seguinum, Calcarea Carbonica, Cocculus Indicus, Gelsemium Sempervirens, Ignatia Amara, Kali Phosphoricum, Lycopodium Clavatum, Natrum Muriaticum, Nux Vomica, Phosphoricum Acidum, Phosphorus, Selenium Metallicum, Sepia, Silicea, Sulphur",http://dummyimage.com/108x100.png/dddddd/000000,"Insert Singl Array Stim Gen in Chest Subcu/Fascia, Perc",24,true,true,true,false,false,false,false,false
610,Omeprazole,http://dummyimage.com/120x100.png/5fa2dd/ffffff,"Destruction of Left Colic Artery, Percutaneous Approach",23,false,true,true,false,true,false,true,false
611,"Naproxen sodium, Pseudoephedrine HCl",http://dummyimage.com/118x100.png/ff4444/ffffff,"Excision of Trachea, Endo, Diagn",20,true,true,false,false,true,false,false,true
612,"Echinacea (Angustifolia), Hydrastis canadensis, Lomatium dissectum, Myrrha, Nasturtium aquaticum, Tabebuia impetginosa,",http://dummyimage.com/162x100.png/5fa2dd/ffffff,"Destruction of Left Lower Femur, Open Approach",8,true,true,false,true,false,false,true,true
613,Amitriptyline Hydrochloride,http://dummyimage.com/139x100.png/5fa2dd/ffffff,"Reposition Left Sternoclavicular Joint, External Approach",3,false,false,true,false,false,false,false,false
614,Lamivudine and Zidovudine,http://dummyimage.com/212x100.png/5fa2dd/ffffff,"Dilation of Left Foot Artery with 3 Drug-elut, Open Approach",7,false,true,true,true,true,false,true,false
615,"BRYONIA ALBA ROOT, EUPHRASIA STRICTA, CALCIUM SULFIDE, SODIUM CHLORIDE, PHOSPHORUS, ANEMONE PATENS, RUMEX CRISPUS ROOT, and SILICON DIOXIDE",http://dummyimage.com/222x100.png/cc0000/ffffff,Plaque Radiation of Neck Skin,14,true,false,true,true,false,true,false,false
616,Benzoin Resin,http://dummyimage.com/165x100.png/cc0000/ffffff,"Inspection of Lumbosacral Disc, Percutaneous Approach",16,false,false,false,false,true,false,false,true
617,Eplerenone,http://dummyimage.com/225x100.png/dddddd/000000,"Bypass Innominate Artery to Upper Arm Vein, Open Approach",24,false,false,true,false,false,false,false,false
618,TITANIUM DIOXIDE,http://dummyimage.com/194x100.png/cc0000/ffffff,"Reattachment of Pancreas, Percutaneous Endoscopic Approach",18,true,false,false,true,true,true,false,false
619,Octinoxate and Oxybenzone,http://dummyimage.com/234x100.png/ff4444/ffffff,"Excision of R Trunk Bursa/Lig, Perc Endo Approach, Diagn",12,true,true,true,true,false,true,true,true
620,carvedilol,http://dummyimage.com/156x100.png/ff4444/ffffff,"Dilation of R Com Iliac Art with 3 Drug-elut, Perc Approach",24,false,true,false,true,false,true,false,false
621,Topical Analgesic,http://dummyimage.com/124x100.png/5fa2dd/ffffff,"Insert of Monitor Dev into R Pulm Vein, Perc Endo Approach",18,true,false,false,false,true,true,true,true
622,Prednisolone Sodium Phosphate,http://dummyimage.com/143x100.png/cc0000/ffffff,"Restriction of Left Hypogastric Vein, Open Approach",29,false,false,true,false,true,true,true,false
623,"Lidocaine, Menthol",http://dummyimage.com/113x100.png/ff4444/ffffff,"Drainage of L Finger Phalanx with Drain Dev, Perc Approach",18,true,true,false,false,false,true,false,true
624,Bumetanide,http://dummyimage.com/237x100.png/5fa2dd/ffffff,"Release Lower Gingiva, Open Approach",8,false,false,true,true,true,true,true,true
625,WITCH HAZEL,http://dummyimage.com/165x100.png/dddddd/000000,"Inspection of Upper Bursa and Ligament, Open Approach",21,false,true,false,true,true,false,true,false
626,Dexamethasone,http://dummyimage.com/223x100.png/5fa2dd/ffffff,"Revision of Autol Sub in L Wrist Jt, Perc Endo Approach",28,true,true,true,false,false,false,true,true
627,tamsulosin hydrochloride,http://dummyimage.com/112x100.png/ff4444/ffffff,"Supplement L Thorax Bursa/Lig with Nonaut Sub, Open Approach",7,false,false,true,false,false,false,true,false
628,ASIAN GINSENG,http://dummyimage.com/154x100.png/dddddd/000000,"Excision of Right Neck Muscle, Percutaneous Approach",22,true,false,false,true,false,true,false,false
629,buprenorphine and naloxone,http://dummyimage.com/236x100.png/ff4444/ffffff,"Insertion of Cardiac Lead into Right Atrium, Perc Approach",8,false,false,true,true,false,true,false,false
630,Lactulose,http://dummyimage.com/201x100.png/cc0000/ffffff,Plain Radiography of Bi Up Extrem Vein using L Osm Contrast,27,true,false,false,false,false,true,false,false
631,Fludeoxyglucose F 18,http://dummyimage.com/238x100.png/5fa2dd/ffffff,Plain Radiography of Cervical Disc(s) using H Osm Contrast,30,false,true,false,false,true,true,false,true
632,BuPROPion Hydrochloride,http://dummyimage.com/106x100.png/cc0000/ffffff,"Supplement R Ext Iliac Art with Autol Sub, Open Approach",15,true,true,false,false,false,true,true,false
633,"Anacardium orientale, Antimon. crud., Arg. nit., Berber. vulg., Bryonia, Chelidonium majus, Digitalis, Graphites, Humulus, Iris versicolor, Kali carb., Lycopodium, Nat. carb. , Nat. sulphuricum, Nux vom., Pulsatilla, Rhus toxicodendron, Scutellaria lateriflora, Sepia, Stramonium, Chamomilla, Passiflora, Valeriana",http://dummyimage.com/171x100.png/ff4444/ffffff,"Resection of Right Epididymis, Open Approach",19,false,false,true,true,false,true,false,false
634,"Homosalate, Octinoxate, Octisalate, and Oxybenzone",http://dummyimage.com/151x100.png/5fa2dd/ffffff,HDR Brachytherapy of Abd Lymph using Oth Isotope,12,true,true,false,true,true,false,true,true
635,Cocklebur,http://dummyimage.com/224x100.png/ff4444/ffffff,"Reattachment of Face, Open Approach",18,true,false,false,false,false,false,true,true
636,Naproxen Sodium,http://dummyimage.com/153x100.png/dddddd/000000,"Excision of L Hand Bursa/Lig, Perc Endo Approach, Diagn",4,true,true,false,false,true,true,false,true
637,Fig,http://dummyimage.com/138x100.png/ff4444/ffffff,"Fusion 2-7 T Jt w Synth Sub, Ant Appr A Col, Perc",9,false,true,false,true,false,false,true,false
638,Menthol and Camphor (Synthetic),http://dummyimage.com/172x100.png/cc0000/ffffff,"Bypass R Axilla Art to R Extracran Art w Autol Art, Open",6,true,true,false,true,false,true,true,false
639,Carbamide Peroxide,http://dummyimage.com/147x100.png/cc0000/ffffff,"Insertion of Intraluminal Device into Hepatobil Duct, Endo",2,false,false,true,true,false,true,true,true
640,Montelukast Sodium,http://dummyimage.com/235x100.png/5fa2dd/ffffff,"Bypass Jejunum to Cecum, Percutaneous Endoscopic Approach",13,true,true,false,false,false,false,true,false
641,OXYGEN,http://dummyimage.com/206x100.png/dddddd/000000,"Insertion of Int Fix into R Clavicle, Perc Endo Approach",2,false,false,true,false,true,true,false,false
642,Ibuprofen,http://dummyimage.com/208x100.png/ff4444/ffffff,"Alteration of R Up Extrem with Nonaut Sub, Open Approach",23,true,false,true,false,false,false,true,true
643,Omeprazole,http://dummyimage.com/186x100.png/ff4444/ffffff,"Bypass R Subclav Art to R Up Arm Art, Open Approach",30,true,false,true,true,false,false,true,false
644,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, and PHENYLEPHRINE HYDROCHLORIDE",http://dummyimage.com/155x100.png/cc0000/ffffff,"Extirpation of Matter from Left Foot Vein, Open Approach",23,false,false,true,true,false,false,true,false
645,"Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",http://dummyimage.com/114x100.png/ff4444/ffffff,"Excision of Right Inguinal Lymphatic, Perc Approach, Diagn",19,false,false,true,true,false,true,false,true
646,insulin glargine,http://dummyimage.com/153x100.png/ff4444/ffffff,"Bypass Superior Vena Cava to R Pulm Art, Perc Endo Approach",9,true,false,false,false,true,false,false,true
647,"Acetaminophen, Aspirin, Caffeine",http://dummyimage.com/222x100.png/ff4444/ffffff,"Reposition Right Sphenoid Bone, Percutaneous Approach",22,true,true,false,false,false,false,false,true
648,Aspergillus niger,http://dummyimage.com/238x100.png/5fa2dd/ffffff,"Destruction of Upper Esophagus, Via Opening",30,true,true,true,false,false,false,false,true
649,Nystatin,http://dummyimage.com/128x100.png/ff4444/ffffff,Exercise Trmt Musculosk Low Back/LE w Assist Equip,16,true,false,false,true,true,false,true,false
650,Indomethacin,http://dummyimage.com/113x100.png/ff4444/ffffff,"Repair Right Frontal Sinus, Percutaneous Endoscopic Approach",11,false,true,true,false,true,true,false,false
651,Methocarbamol,http://dummyimage.com/183x100.png/5fa2dd/ffffff,Fluoroscopy of Left Ribs,28,true,false,false,true,true,false,false,false
652,Ethyl Alcohol,http://dummyimage.com/233x100.png/ff4444/ffffff,"Chiropractic Manipulation Thoracic Region, Extra-Articular",16,false,false,true,false,true,false,false,false
653,RANITIDINE HYDROCHLORIDE,http://dummyimage.com/113x100.png/cc0000/ffffff,"Supplement R Pulm Vein with Autol Sub, Open Approach",28,false,true,true,false,false,false,false,false
654,Salicylic Acid,http://dummyimage.com/231x100.png/cc0000/ffffff,"Supplement Cereb Meninges w Nonaut Sub, Perc Endo",29,false,true,true,false,true,true,false,true
655,Diclofenac Epolamine,http://dummyimage.com/248x100.png/ff4444/ffffff,"Replacement of Bi Ext Ear with Synth Sub, Extern Approach",19,true,false,false,true,false,true,false,true
656,Nicotine Polacrilex,http://dummyimage.com/237x100.png/ff4444/ffffff,"Revision of Int Fix in R Elbow Jt, Extern Approach",7,false,true,true,false,false,false,true,true
657,Gabapentin,http://dummyimage.com/244x100.png/ff4444/ffffff,"Fusion 2-4 L Jt w Nonaut Sub, Post Appr A Col, Open",7,true,true,false,false,false,false,false,true
658,Lamotrigine,http://dummyimage.com/124x100.png/5fa2dd/ffffff,"Drainage of L Wrist Jt with Drain Dev, Perc Endo Approach",21,false,true,true,true,true,false,true,false
